"Bataty (słodkie ziemniaki) gotowane";"76";"1,4";"17,7";"0,1";"Zgłoś"
"Bataty (słodkie ziemniaki) pieczone w mundurkach";"92";"2,0";"20,7";"0,2";"Zgłoś"
"Baton";"555";"6,0";"60,0";"32,0";"Zgłoś"
"Baton - Atkins";"363";"30,0";"26,2";"16,0";"Zgłoś"
"Baton - Crownfield";"441";"4,5";"74,7";"13,3";"Zgłoś"
"Baton - Dobra Kaloria";"356";"5,9";"63,0";"7,5";"Zgłoś"
"Baton - Goody";"417";"6,0";"67,0";"13,0";"Zgłoś"
"Baton - Herbalife";"397";"28,3";"42,9";"11,4";"Zgłoś"
"Baton - Lidl";"484";"5,3";"63,8";"23,0";"Zgłoś"
"Baton - Olimp";"258";"26,2";"20,5";"8,0";"Zgłoś"
"Baton - Rossmann";"387";"4,8";"68,8";"9,3";"Zgłoś"
"Baton (pozostałe)";"499";"3,7";"51,0";"29,8";"Zgłoś"
"Baton 3 Bit nut";"525";"5,4";"62,0";"28,0";"Zgłoś"
"Baton 3 Bit XXL kawa z mlekiem";"525";"5,3";"62,5";"28,0";"Zgłoś"
"Baton 32% białka - Weider";"516";"32,0";"37,0";"27,0";"Zgłoś"
"Baton 3bit XXL";"525";"6,7";"60,5";"28,0";"Zgłoś"
"Baton 7 zbóż w polewie jogurtowej brzoskwiniowy - Bakoma";"382";"4,9";"62,7";"10,9";"Zgłoś"
"Baton 7 zbóż w polewie jogurtowej truskawkowy - Bakoma";"387";"5,0";"63,9";"10,9";"Zgłoś"
"Baton 7 zbóż z musli w polewie jogurtowej śliwkowy - Bakoma";"382";"4,9";"62,7";"10,9";"Zgłoś"
"Baton 9 bar";"511";"14,6";"33,0";"34,0";"Zgłoś"
"Baton Adaś mleczny";"481";"3,7";"65,5";"21,3";"Zgłoś"
"Baton Aero Mleczno-Biały";"553";"7,8";"55,4";"33,3";"Zgłoś"
"Baton Aero Mleczny";"544";"7,1";"55,7";"32,5";"Zgłoś"
"Baton Aero o smaku miętowym";"548";"7,8";"55,1";"32,9";"Zgłoś"
"Baton Aero o smaku pomarańczowym";"540";"7,1";"50,8";"34,1";"Zgłoś"
"Baton Alaska";"541";"6,2";"57,1";"32,0";"Zgłoś"
"Baton Alpen Light Double Chocolate";"344";"5,0";"56,0";"6,2";"Zgłoś"
"Baton Amigos czekoladowy - Wawel";"482";"3,5";"59,0";"24,0";"Zgłoś"
"Baton Amigos toffi";"480";"7,1";"62,7";"19,8";"Zgłoś"
"Baton Arcy Orzech - First Nice";"537";"9,3";"46,0";"35,0";"Zgłoś"
"Baton BA! 5 bakalii - Bakalland";"384";"3,0";"76,0";"7,0";"Zgłoś"
"Baton Ba! 5 owoców tropikalnych";"412";"4,0";"70,0";"13,0";"Zgłoś"
"Baton Ba! 5 owooców tropikalnych - Bakalland";"412";"4,0";"70,0";"13,0";"Zgłoś"
"Baton BA! 5 ziaren z miodem - Bakalland";"582";"15,0";"38,0";"40,0";"Zgłoś"
"Baton Ba! Banan - Bakalland";"432";"4,5";"72,0";"14,0";"Zgłoś"
"Baton Ba! jabłko i rodzynki - Bakalland";"439";"5,1";"68,2";"15,5";"Zgłoś"
"Baton Ba! Morela - Bakalland";"395";"4,3";"72,0";"9,3";"Zgłoś"
"Baton Ba! orzech arachidowy i laskowy - Bakalland";"478";"11,1";"54,3";"23,4";"Zgłoś"
"Baton Ba! w miodzie - Bakalland";"582";"15,0";"38,0";"40,0";"Zgłoś"
"Baton Ba! żurawina i pomarańcza - Bakalland";"398";"5,1";"73,5";"8,8";"Zgłoś"
"Baton bajeczny";"543";"8,5";"54,2";"32,5";"Zgłoś"
"Baton Bakoma Men";"406";"25,0";"43,0";"17,0";"Zgłoś"
"baton Bakoma MEN HP";"406";"25,0";"43,0";"17,0";"Zgłoś"
"Baton Bakoma Men wysokobiałkowy wanilia - Bakoma";"406";"25,0";"43,0";"17,0";"Zgłoś"
"Baton Balisto";"500";"6,6";"62,0";"24,2";"Zgłoś"
"Baton banan-wiśnia";"319";"3,5";"66,2";"2,6";"Zgłoś"
"Baton banana - Figaro";"378";"2,0";"68,0";"10,0";"Zgłoś"
"Baton bananowy";"320";"2,5";"66,0";"3,0";"Zgłoś"
"Baton bananowy Ba! - Bakalland";"432";"5,0";"72,0";"14,0";"Zgłoś"
"Baton bananowy Banana musli bar";"439";"4,2";"73,0";"14,0";"Zgłoś"
"Baton Benissimo - Tastino";"543";"7,0";"54,0";"32,0";"Zgłoś"
"Baton białkowy";"401";"14,0";"58,0";"12,0";"Zgłoś"
"Baton białkowy czekoladowy";"308";"30,0";"23,8";"9,8";"Zgłoś"
"Baton Big 3 Bit";"525";"6,5";"61,0";"28,0";"Zgłoś"
"Baton Big 3Bit";"525";"6,7";"60,5";"28,0";"Zgłoś"
"Baton bio musli z goj?";"372";"9,1";"70,6";"7,7";"Zgłoś"
"Baton Bounty";"488";"3,7";"56,7";"25,2";"Zgłoś"
"Baton Bounty Dark";"488";"3,7";"55,7";"27,6";"Zgłoś"
"Baton Brownie - Legal Cakes";"244";"23,0";"29,0";"4,0";"Zgłoś"
"Baton Brownie - Legal Cakes";"188";"16,0";"19,0";"2,0";"Zgłoś"
"Baton caramel & crunch bar";"394";"33,0";"43,0";"12,0";"Zgłoś"
"Baton Caramel & Nuts 50 gr";"507";"9,0";"51,0";"29,0";"Zgłoś"
"Baton Cereal Bar - Apricot";"381";"6,0";"74,0";"6,0";"Zgłoś"
"Baton Chocco truskawka";"529";"5,7";"61,0";"29,0";"Zgłoś"
"Baton Choco";"369";"36,0";"22,4";"13,0";"Zgłoś"
"Baton choco shellso - Goody";"417";"6,0";"67,0";"13,0";"Zgłoś"
"Baton Choco&Caramel - Mister Choc";"456";"4,1";"64,9";"19,7";"Zgłoś"
"Baton chrupi? ce owoce Frupp - Celiko";"354";"2,7";"83,0";"0,0";"Zgłoś"
"Baton chrupi? cy orzech - Dobra Kaloria";"376";"9,0";"55,0";"12,0";"Zgłoś"
"Baton chrupi? cy orzech - Dobra Kaloria";"376";"8,7";"55,0";"12,0";"Zgłoś"
"Baton Cini Minis";"414";"6,5";"68,3";"12,8";"Zgłoś"
"Baton Cocos Mini - Lidl";"481";"3,9";"60,0";"25,0";"Zgłoś"
"Baton Corny Big brownie";"418";"6,6";"62,2";"15,1";"Zgłoś"
"Baton Corny Big czekolada banan";"438";"5,7";"68,7";"14,9";"Zgłoś"
"Baton corny big czekolada-banan";"438";"5,7";"68,7";"14,9";"Zgłoś"
"Baton Corny Big Dark Chocolate";"417";"6,2";"65,0";"13,8";"Zgłoś"
"Baton Corny Big Fruit truskawka";"383";"5,6";"78,4";"4,9";"Zgłoś"
"Baton Corny Big orange";"406";"5,4";"64,8";"11,5";"Zgłoś"
"Baton Corny Big orzech-czekolada";"482";"10,7";"53,6";"24,0";"Zgłoś"
"Baton Corny Big orzechowy";"424";"8,0";"61,4";"16,2";"Zgłoś"
"Baton Corny Big z żurawin?";"385";"6,1";"70,8";"7,5";"Zgłoś"
"Baton Corny Milk";"442";"6,0";"57,9";"19,2";"Zgłoś"
"Baton Corny Nussig";"432";"6,9";"63,8";"15,3";"Zgłoś"
"Baton Corny Nuts";"550";"17,3";"36,7";"36,0";"Zgłoś"
"Baton Corny Raisin Nuts";"410";"6,0";"62,0";"16,0";"Zgłoś"
"Baton Corny truskawkowo - jogurtowy";"442";"6,7";"63,3";"17,0";"Zgłoś"
"Baton Crispello - Milka";"560";"7,7";"50,5";"35,5";"Zgłoś"
"Baton Crunchy bananowo - czekoladowy";"408";"5,2";"65,8";"13,8";"Zgłoś"
"Baton Crunchy czekoladowy";"421";"6,2";"62,0";"16,5";"Zgłoś"
"Baton Crunchy jabłko";"390";"4,0";"63,0";"13,5";"Zgłoś"
"Baton Crunchy orzechowo-migdałowy - Sante";"428";"10,2";"50,0";"20,8";"Zgłoś"
"Baton Crunchy śliwkowy w polewie jogurtowej";"403";"4,0";"61,3";"15,8";"Zgłoś"
"Baton Crunchy wiśniowy w polewie jogurtowej";"468";"4,9";"69,0";"19,1";"Zgłoś"
"Baton Crunchy żurawina, malina - Sante";"422";"3,7";"72,0";"13,0";"Zgłoś"
"Baton Czekolada - Biorsel";"599";"18,0";"22,4";"48,1";"Zgłoś"
"Baton czekoladowy";"518";"6,5";"64,6";"26,0";"Zgłoś"
"Baton czekoladowy dietetyczny";"384";"24,5";"41,2";"12,7";"Zgłoś"
"Baton czekoladowy w mlecznej czekoladzie - Smart Food";"369";"36,0";"22,4";"13,0";"Zgłoś"
"Baton Daim";"545";"3,6";"59,5";"32,5";"Zgłoś"
"Baton daktylowy (daktyle, orzechy, czekolada) - Fruit fusion";"420";"10,0";"65,0";"15,0";"Zgłoś"
"Baton Danusia Classic";"473";"4,4";"57,6";"24,3";"Zgłoś"
"Baton dietetyczny czekoladowy";"483";"7,9";"62,2";"21,5";"Zgłoś"
"Baton Dobra Kaloria kokos & orzech";"386";"5,3";"57,0";"13,0";"Zgłoś"
"Baton Dobra Kaloria śliwka & ziarna";"367";"8,0";"51,0";"13,0";"Zgłoś"
"Baton Dove Caramel";"485";"4,8";"60,5";"26,0";"Zgłoś"
"Baton Duplo - Ferrero";"548";"6,5";"56,0";"33,1";"Zgłoś"
"Baton Easy czekoladowy - Hi";"468";"4,4";"46,4";"29,4";"Zgłoś"
"Baton eco - banan";"395";"5,6";"69,2";"9,9";"Zgłoś"
"Baton eco czekolada";"419";"9,2";"58,3";"15,3";"Zgłoś"
"Baton eco morela i jabłko";"374";"6,1";"72,2";"5,8";"Zgłoś"
"Baton energetyczny - Agisko";"380";"8,3";"71,7";"6,7";"Zgłoś"
"Baton energetyczny - Ale";"471";"10,0";"48,0";"26,0";"Zgłoś"
"Baton energetyczny - Perker";"387";"12,0";"53,0";"12,0";"Zgłoś"
"Baton energetyczny Eat Natural date & walnut";"434";"11,1";"52,6";"18,0";"Zgłoś"
"Baton energetyczny GO ON! - Sante";"453";"18,6";"39,6";"22,9";"Zgłoś"
"Baton energetyczny jogurt - Multipower";"440";"13,0";"56,0";"18,0";"Zgłoś"
"Baton energetyczny Powerbread";"414";"6,0";"68,0";"12,0";"Zgłoś"
"Baton energetyczny sun bite";"401";"20,0";"36,0";"20,0";"Zgłoś"
"Baton energetyczny Voltage - Nutrend";"422";"8,0";"59,3";"16,2";"Zgłoś"
"Baton Energia - Truders";"499";"3,7";"51,0";"29,8";"Zgłoś"
"Baton etixx sport bar coconut&vanilla - Omega Pharma";"374";"40,0";"27,0";"12,0";"Zgłoś"
"Baton Fig Bar figowy - Nature's Bakery";"380";"6,0";"70,0";"9,0";"Zgłoś"
"Baton Fig Bar z jagodami - Nature's Bakery";"380";"6,0";"70,0";"9,0";"Zgłoś"
"Baton Fig Bar z malinami - Nature's Bakery";"380";"6,0";"70,0";"9,0";"Zgłoś"
"Baton Fit Bio jabłkowy";"368";"3,9";"67,8";"7,4";"Zgłoś"
"Baton Fit Bio musli Malina";"368";"5,1";"64,6";"8,1";"Zgłoś"
"Baton Fit Line owoce leśne - Fit Land";"367";"4,5";"67,1";"8,9";"Zgłoś"
"Baton Fit Musli pomarańczowy";"386";"5,1";"72,9";"8,2";"Zgłoś"
"Baton Fit Musli pomarańczowy w czekoladzie";"410";"6,6";"61,4";"15,3";"Zgłoś"
"Baton Fit Snack";"411";"16,0";"22,0";"27,5";"Zgłoś"
"Baton Fitness - Nestle";"371";"5,3";"69,2";"7,0";"Zgłoś"
"Baton fitness - Nestle";"390";"5,6";"70,3";"7,0";"Zgłoś"
"Baton Fitness Chocolate - Nestle";"383";"6,1";"68,5";"7,2";"Zgłoś"
"Baton fitness chocolate - Nestle";"383";"6,1";"68,5";"7,2";"Zgłoś"
"Baton Fitness Cookies & Cream taste";"378";"6,2";"64,4";"8,8";"Zgłoś"
"Baton Fitness Delice Milk Chocolate - Nestle";"381";"6,3";"68,4";"7,1";"Zgłoś"
"Baton fitness delice milk chocolate - Nestle";"383";"6,2";"67,6";"7,4";"Zgłoś"
"Baton Fitness Delice White Chocolate - Nestle";"389";"5,9";"69,2";"8,0";"Zgłoś"
"Baton Fitness orzechowy z mleczn? czekolad? (Wapń) - Nestle";"380";"5,6";"69,0";"7,1";"Zgłoś"
"Baton fitness strawberry - Nestle";"372";"5,3";"69,4";"7,0";"Zgłoś"
"Baton Fitness tiramisu - Nestle";"397";"6,1";"66,7";"8,9";"Zgłoś"
"Baton Fitness Tiramisu Taste - Nestle";"364";"6,0";"65,9";"6,6";"Zgłoś"
"Baton Fitness z czekolad? i pomarańcz? - Nestle";"374";"5,1";"73,4";"5,2";"Zgłoś"
"Baton Fitness z truskawkami - Nestle";"381";"5,5";"73,8";"7,1";"Zgłoś"
"Baton Flapjack Honey Berry";"364";"24,4";"49,9";"9,6";"Zgłoś"
"Baton Flapjack Pecan";"376";"25,0";"47,5";"11,4";"Zgłoś"
"Baton flapjack rodzynki i rum - Fa So Good!";"468";"5,5";"58,0";"23,0";"Zgłoś"
"Baton Frupp - Celiko";"354";"2,7";"83,0";"0,0";"Zgłoś"
"Baton Frupp (banan, marakuja, marchew) - Celiko";"354";"2,7";"83,0";"0,0";"Zgłoś"
"Baton Frupp Chrupi? ce owoce - Celiko";"373";"2,9";"85,0";"0,5";"Zgłoś"
"Baton Frutti Fit Active";"407";"5,7";"74,0";"9,8";"Zgłoś"
"Baton Go ON! Energy";"500";"2,4";"56,4";"28,0";"Zgłoś"
