"Sok Jabłkowo-Marchewkowy - Royal Apple";"49";"11.5";"0.0";"0.2"
"Sok jabłkowo-aroniowy - Viva-Natura";"48";"11.0";"0.0";"0.0"
"Sok jabłkowo-ananasowy świeżo wyciskany";"46";"11.0";"0.0";"0.0"
"Sok jabłkowo porzeczkowy - Viva Natura";"38";"9.0";"0.0";"0.5"
"Sok jabłko, seler naciowy z Sokowirówki";"32";"6.8";"0.2";"0.5"
"Sok jabłko, brzoskwinia, morela 100% - Vital Fresh";"46";"11.0";"0.0";"0.0"
"Sok jabłko-wiśnia - Hortex";"36";"9.0";"0.0";"0.0"
"Sok jabłko-marchew-brzoskwinia Kubuś";"46";"10.6";"0.2";"0.4"
"Sok jabłko-kiwi-gujawa";"50";"11.3";"0.1";"0.4"
"Sok jabłko z gruszką - Biedronka";"54";"12.1";"0.2";"0.4"
"Sok jabłko porzeczka - Royal Apple";"48";"11.0";"0.0";"0.5"
"Sok jabłko mięta ogrodowa";"35";"8.4";"0.1";"0.1"
"Sok jabłko liczi limetka";"37";"9.0";"0.1";"0.1"
"Sok jabłko i malina 100% - Bobo Frut";"45";"10.4";"0.0";"0.3"
"Sok jabłko borówka - Dzień Dobry";"44";"10.0";"0.5";"0.5"
"Sok jabłko antonówka - Fortuna";"44";"10.0";"0.0";"0.0"
"Sok jablkowy - Pure Fruit";"43";"10.0";"0.0";"0.0"
"Sok jablko porzeczka - Royal";"48";"11.0";"0.0";"1.0"
"Sok imbirowy";"288";"72.0";"0.0";"0.0"
"Sok grejpfrutowy - Marwit";"42";"9.0";"0.0";"1.0"
"Sok grejpfrutowy";"40";"8.0";"0.0";"1.0"
"Sok grejfrutowy - Tarczyn";"43";"10.0";"0.0";"0.0"
"Sok Frutis and Vegi purpurowa fantazja - Vitanella";"50";"10.8";"0.3";"0.6"
"Sok czerwony grejpfrut - Tymbark";"41";"9.5";"0.0";"0.0"
"Sok czarna porzeczka - granat - Dr Witt";"93";"22.0";"0.0";"0.0"
"Sok buraczkowo-jabłkowy - Marwit";"50";"11.5";"0.1";"0.8"
"Sok bananowy - Kubuś";"52";"12.2";"0.1";"0.3"
"Sok bananowy";"52";"12.2";"0.1";"0.3"
"Sok bananowo-truskawkowy - Pure Fruit";"54";"11.9";"0.1";"0.5"
"Sok banan-brzoskwinia-gruszka-jabłko-dynia";"52";"12.0";"0.1";"0.5"
"Sok banan truskawka";"50";"12.0";"0.1";"0.2"
"Sok banan kiwi jabłko dynia";"52";"12.0";"0.1";"0.5"
"Sok banan jabłko brzoskwinia Kubuś";"51";"11.4";"0.1";"0.3"
"Sok banan brzoskwinia gruszka - Fortuna";"46";"10.3";"0.2";"0.4"
"Sok Aroniowy";"59";"14.0";"0.3";"0.1"
"sok ananasowy Tymbark";"50";"12.0";"0.0";"0.0"
"Sok ananasowy świeży - Cymes";"50";"11.0";"0.0";"0.0"
"Sok ananasowy";"53";"12.9";"0.1";"0.4"
"Sok AH Bramen Zwarte Bes";"44";"10.0";"0.0";"0.5"
"Sok 100% winogrono maliny wiśnie - Tesco";"57";"13.8";"0.1";"0.3"
"Sok 100% warzywny";"24";"3.7";"0.5";"1.0"
"Sok 100% pomidor pikantny - Tymbark";"17";"2.4";"0.2";"0.9"
"Sok 100% pomarańcza z miąższem";"43";"9.5";"0.5";"0.6"
"Sok 100% pomarańcza z hiszpańską mandarynką";"44";"10.0";"0.2";"0.6"
"Sok 100% pomarańcza z cząstkami bez dodatku cukru";"43";"9.5";"0.1";"0.6"
"Sok 100% jabłkowy z owocem granatu - Lidl";"49";"12.1";"0.0";"0.2"
"Sok 100% jabłkowo-malinowy z winogronem i aronią";"45";"10.6";"0.0";"0.3"
"Sok 100% jabłko - Tymbark";"43";"11.0";"0.0";"0.0"
"Sok 100% czerwony grejfrut";"39";"9.2";"0.1";"0.5"
"Sok 100% czerwony grapefruit bez koncentratu - Tesco";"38";"8.8";"0.1";"0.4"
"Sok 100% Breakfest (nie z koncentratu) - Tesco";"40";"9.1";"0.1";"0.5"
"Sok 100% biały grejpfrut";"40";"9.5";"0.1";"0.5"
"Sok 100% ananas nie z koncentratu (TESCO)";"49";"11.4";"0.1";"0.5"
"Sok (inne)";"52";"12.0";"0.3";"0.3"
"Sok - Capri-Sun";"45";"11.0";"0.0";"0.0"
"Sok Multiwitamina z Netto 1l - Vitanella";"43";"10.0";"0.0";"1.0"
"Sojavit + L-karnityna";"371";"1.0";"3.0";"85.0"
"Sojadine";"343";"0.0";"38.0";"0.0"
"Soja pudding";"84";"14.0";"2.0";"3.0"
"Soja organiczna";"32";"0.1";"1.9";"3.3"
"Soja gotowana";"172";"8.4";"9.0";"18.2"
"Soja a la mięso mielone";"330";"41.0";"2.0";"35.0"
"Soja (suche ziarno)";"446";"30.1";"19.9";"36.5"
"Soda oczyszczona";"0";"0.0";"0.0";"0.0"
"Soda oczyszczona";"0";"0.0";"0.0";"0.0"
"soda";"0";"0.0";"0.0";"0.0"
"soczewica żółta";"353";"60.0";"1.0";"26.0"
"Soczewica zielona ziarno";"351";"60.8";"0.6";"24.2"
"Soczewica zielona konserwowa";"103";"16.5";"1.2";"6.6"
"soczewica zielona (sucha)";"346";"55.0";"2.0";"23.0"
"Soczewica zielona - Tesco";"346";"55.0";"2.0";"23.0"
"Soczewica zielona";"351";"60.8";"0.6";"24.2"
"Soczewica w słoiku";"82";"13.0";"0.4";"5.6"
"Soczewica na parze (puszka)";"107";"14.2";"0.7";"8.5"
"Soczewica konserwowa Lentils";"88";"12.2";"0.3";"6.8"
"Soczewica konserwa";"88";"12.0";"0.5";"6.8"
"Soczewica czerwona TESCO";"347";"53.0";"2.0";"25.0"
"Soczewica czerwona Burcu";"350";"60.0";"1.0";"26.0"
"Soczewica czerwona (surowa)";"341";"57.5";"3.0";"25.4"
"Soczewica czerwona - Lestello";"341";"49.0";"3.0";"25.0"
"Soczewica czerwona";"327";"48.6";"3.0";"25.4"
"Soczewica (ziarno suche)";"341";"48.6";"3.0";"25.4"
"Soczewica (ugotowana bez soli)";"116";"20.1";"0.4";"9.0"
"Soczewica (gotowana)";"116";"20.1";"0.4";"9.0"
"SnackWrap - McDonald's";"135";"14.5";"7.5";"4.5"
"Snacki błonnikowe (sonko)";"420";"66.1";"11.8";"8.4"
"Snack do smażenia Przysmak Świętokrzyski - Społem";"458";"59.5";"21.1";"7.5"
"smootis";"51";"30.0";"0.0";"0.0"
"Smoothie owocowy (truskawki, brzoskwinie, ananas, woda mineralna)";"50";"10.9";"0.4";"0.6"
"Smietanka UHT 10% tłuszczu MLECZNA DOLINA";"120";"5.0";"10.0";"3.0"
"Smietanka słodka Mlekovita 12%";"134";"3.8";"12.0";"2.7"
"Smażone kalmary w panierce";"175";"22.2";"6.3";"7.2"
"smażona kiełbasa podwawelska";"267";"0.0";"22.0";"16.0"
"SMART FOOD risotto w sosie z grzybami";"358";"52.2";"7.1";"18.0"
"Smalec ze skwarkami i przyprawami";"862";"0.2";"96.1";"3.1"
"Smalec z białej fasoli";"173";"30.9";"1.8";"8.8"
"Smalec roślinny";"847";"1.9";"93.0";"0.3"
"Smalec";"898";"0.0";"99.5";"0.0"
"Smakowite - parówki drobiowe";"177";"2.0";"13.0";"13.0"
"Smaczek konserwowy - JBB";"171";"3.7";"11.7";"12.8"
"Słonina";"811";"0.0";"89.0";"2.4"
"Słonecznik ziarno";"584";"20.0";"51.5";"20.8"
"Słonecznik Turecki solony z przyprawami - Słonpol";"556";"24.6";"42.7";"24.3"
"Słonecznik Sunflower seeds roasted - California";"291";"9.0";"24.0";"9.0"
"Słonecznik Sunflower seeds - roasted, salted - Mogyi";"290";"9.0";"24.0";"9.0"
"Słonecznik prażony - Akardo";"590";"17.0";"48.0";"19.0"
"Słonecznik łuskany prażony";"568";"24.3";"48.9";"19.1"
"Słonecznik łuskany Bouton - Intermarche";"580";"19.0";"44.0";"24.0"
"Słonecznik łuskany - Makar";"577";"18.6";"43.7";"24.4"
"Słonecznik łuskany - Finesia";"561";"24.6";"43.7";"24.4"
"Słonecznik Bako D`Or Natur - Biedronka";"580";"19.0";"44.0";"24.0"
"Słonecznik (200g) - Kresto";"650";"14.0";"56.0";"20.0"
"Słonecznik - Gardis";"582";"17.0";"48.0";"19.0"
"Słonecznik - 4xM";"522";"11.0";"44.1";"20.2"
"Słone babeczki (Tesco)";"494";"55.0";"27.0";"6.9"
"Słomka ptysiowa pełna nasion";"542";"32.0";"37.0";"18.0"
"Słomka ptysiowa";"487";"58.0";"22.0";"13.0"
"Słomka babkowa";"480";"60.0";"20.0";"14.0"
"Słodzik Stevia naturalnego pochodzenia zielony listek";"133";"33.0";"0.0";"8.0"
"Słodzik Erythol (Erytrytol)";"0";"0.0";"0.0";"0.0"
"Słodzik - Stevia";"391";"97.7";"0.0";"0.0"
"Słodzik - Consweet";"398";"99.8";"0.1";"0.1"
"Słodzik - Cologran";"20";"0.2";"0.1";"0.1"
"Słodzik";"347";"85.0";"0.0";"2.1"
"Słodka chwila Kisiel z kawałkami owoców - Dr.Oetker";"63";"15.8";"0.1";"0.1"
"Słodka chwila - Świat pralin - budyń z płatkami czekolady - smak malina w czekoladzie - Dr. Oetker";"80";"15.0";"1.3";"1.8"
"Slim Fast (proszek) - Unilever";"380";"62.0";"6.0";"14.0"
"Slamix";"23";"0.2";"3.1";"1.2"
"Skyr";"70";"3.7";"0.3";"11.0"
"Skwarki";"667";"1.1";"72.5";"5.1"
"Skumbria wędzona (makrela)";"221";"0.0";"16.0";"21.0"
"Skrzydełko z kurczaka";"186";"0.0";"12.2";"19.2"
"Skrzydełko indycze (pieczone)";"229";"0.0";"12.4";"27.4"
"Skrzydełka z kurczaka w zalewie octowej";"112";"9.0";"4.2";"10.3"
"Skrzydełka z kurczaka pieczone - Biedronka";"176";"1.6";"11.1";"17.4"
"Skrzydełka z kurczaka gotowane";"186";"0.0";"12.2";"19.2"
"Skrzydełka z kurczaka (smażone)";"310";"11.2";"20.1";"21.4"
"Skrzydełka z kurczaka (smażone w panierce)";"319";"10.9";"21.1";"21.3"
"Skrzydełka w miodzie";"106";"1.4";"6.5";"10.3"
"Skrobia ziemniaczana";"356";"83.0";"0.3";"7.0"
"Skrobia kukurydziana";"381";"91.3";"0.1";"0.3"
"Skórka z cytryny";"47";"16.0";"0.3";"1.5"
"Skórka pomarańczowa do ciasta";"301";"74.9";"0.1";"0.3"
"Skórka pomarańczowa - Bakalland";"301";"74.9";"0.1";"0.3"
"Skittles";"404";"90.8";"4.2";"0.0"
"Siemię lniane złociste";"534";"29.0";"42.0";"18.0"
"Siemię lniane mielone odtłuszczone - Oleofarm";"311";"7.0";"9.0";"32.0"
"Siemię lniane mielone odtłuszczone";"253";"3.0";"9.0";"40.0"
"Siemię lniane - Sante";"513";"1.0";"41.9";"19.8"
"Siemię lniane - Kresto";"487";"18.0";"31.0";"25.0"
"Siemię lniane";"534";"28.9";"42.2";"18.3"
"Sielawa wędzona";"123";"0.0";"3.1";"23.5"
"Shoarma w tortilli z surówką i sosem";"207";"17.3";"11.1";"9.4"
"Shiitake mashroom (grzyb Twardnik japoński)";"16";"0.4";"0.5";"1.8"
"Sheridan's Coffee Layered Liqueur";"315";"35.0";"7.0";"1.0"
"Sharon";"70";"18.6";"0.2";"0.6"
"Shake Waniliowy - McDonald's";"239";"27.0";"11.0";"6.7"
"Shake waniliowy";"148";"19.6";"6.5";"3.4"
"Shake vegan";"130";"16.0";"3.5";"13.0"
"Shake truskawkowy";"113";"18.0";"2.8";"3.0"
"Shake trusk-bananowy, whey protein";"406";"15.0";"4.7";"75.0"
"Shake proteinowy wege";"130";"14.0";"3.5";"11.0"
"Shake proteinowy wegański";"130";"16.0";"3.5";"13.0"
"shake proteinowy Piña Colada";"372";"12.5";"1.9";"75.0"
"Shake duży truskawkowy McDonald's";"119";"21.0";"2.4";"3.2"
"Shake czekoladowy";"127";"20.5";"3.7";"3.4"
"Shake";"148";"19.6";"6.5";"3.4"
"SFD WPC Protein Econo";"351";"15.0";"1.0";"70.0"
"Sękacz (ciasto)";"511";"44.2";"31.3";"12.7"
"Sezamki Bio z nasionami Chia 3 sztuki - Naura";"458";"57.0";"22.0";"9.0"
"Sezamki Aha";"505";"60.1";"26.4";"10.2"
"Sezamki";"516";"50.3";"33.3";"13.4"
"Sezam niełuskany bio - Bio Planet";"586";"10.0";"51.0";"17.0"
"Sezam łuskany - Bakalland";"632";"2.1";"60.0";"23.0"
"Sezam czarny";"662";"10.0";"59.9";"23.2"
"Sezam";"572";"23.0";"50.0";"18.0"
"Serwatka w proszku";"370";"77.0";"1.5";"12.0"
"Serwatka płynna";"27";"5.1";"0.4";"0.9"
"Serwatka białkowa w proszku (activlab)";"351";"8.0";"3.0";"73.0"
"Serowy warkocz wędzony - Milk-Trade";"258";"1.2";"15.0";"30.0"
"Serowe myszki - Miami";"344";"1.4";"26.0";"26.0"
"Sernik z serka naturalnego i brzoskwiniami";"73";"10.0";"1.0";"6.0"
"Sernik z rodzynkami";"352";"29.0";"24.0";"5.5"
"Sernik z kruszonką";"352";"29.0";"23.0";"6.0"
"Sernik z jogurtów greckich tradycyjny";"229";"17.0";"16.0";"5.0"
"Sernik z brzoskwiniami";"191";"23.0";"6.9";"9.2"
"Sernik wiedeński";"262";"23.4";"12.2";"11.4"
"Sernik pistacjowy z malinami";"336";"35.7";"19.0";"5.0"
"Sernik na zimno z wiśniami - Vitello";"174";"19.6";"8.0";"5.9"
"Sernik na zimno z owocową galaretką";"142";"19.2";"5.4";"4.5"
"Sernik na spodzie z herbatników";"173";"21.0";"7.0";"6.0"
"Sernik królewski";"284";"22.3";"15.4";"13.7"
"Sernik krakowski";"289";"31.2";"13.7";"10.2"
"Sernik jogurtowy";"143";"20.0";"4.2";"5.6"
"Sernik japoński";"311";"28.2";"19.1";"6.6"
"Sernik jaglano kokosowy ze słonecznikiem";"345";"66.0";"5.0";"9.0"
"Sernik Fredzi";"144";"21.0";"4.0";"6.0"
"Sernik dietetyczny";"151";"6.8";"4.9";"19.6"
"Sernik biała i ciemna czekolada - Tesco";"430";"36.3";"29.1";"4.8"
"Sernik bez pieczenia";"222";"28.7";"8.8";"7.0"
"Sernik";"321";"25.5";"22.5";"5.5"
"Serek Ziołowy Ogród - Tartare";"260";"3.5";"24.0";"7.5"
"Serek ziarnisty";"88";"2.0";"4.0";"11.0"
"Serek ze szczypiorkiem i cebulą - Almette";"242";"4.0";"22.0";"7.0"
"Serek ze szczypiorkiem - Ostrowia";"243";"4.0";"23.0";"5.0"
"Serek ze szczypiorkiem - Fruit Jumbo";"181";"4.5";"14.5";"8.0"
"Serek zakopiański Światowid - Biedronka";"271";"0.0";"19.0";"25.0"
"Serek z ziołami - Piątnica";"243";"3.0";"23.0";"6.0"
"Serek z ziołami - Ostrowia";"243";"4.0";"23.0";"5.0"
"Serek z ziołami - Almette";"230";"5.6";"20.0";"6.8"
"Serek z ziołami";"177";"5.5";"15.0";"5.0"
"Serek z twarogu Kiri";"232";"3.0";"22.0";"5.5"
"Serek z rzodkiewką - jak w przepisie";"118";"7.0";"5.0";"11.0"
"Serek z pomidorami dojrzewającymi na słońcu - Almette";"235";"6.6";"20.0";"7.1"
"Serek z pieprzem - Almette";"246";"5.4";"22.0";"6.5"
"Serek z papryką - Ostrowia";"243";"4.0";"23.0";"5.0"
"Serek z ogórkiem i ziołami - Almette";"239";"6.0";"21.0";"7.0"
"Serek z łososiem Twój smak - Piątnica";"247";"3.2";"23.0";"6.7"
"Serek z kolorowym pieprzem - Almette";"246";"5.4";"22.0";"6.5"
"Serek z gruszką i jabłkiem - Almette";"250";"12.0";"20.0";"5.0"
"Serek z czosnkiem niedźwiedzim - Almette";"210";"5.0";"18.0";"7.0"
"Serek z chrzanem - Piątnica";"243";"3.0";"23.0";"6.0"
"Serek z chrzanem - Almette";"247";"4.0";"23.0";"6.0"
"Serek z bazylią - Almette";"236";"5.0";"21.0";"7.0"
"Serek włoskie smaki - Almette";"278";"4.3";"26.2";"6.2"
"Serek włoski - Pilos";"174";"3.7";"13.0";"11.0"
"Serek wiejski zwykły - Krasnystaw";"93";"2.0";"5.0";"10.0"
"Serek wiejski ziarnisty Trzebowniska - Mlekovita";"138";"3.5";"8.0";"13.0"
"Serek wiejski ziarnisty lekki - Biedronka";"81";"2.4";"3.0";"11.0"
"Serek wiejski ziarnisty";"97";"2.0";"5.0";"11.0"
"serek wiejski ze szczypiorkiem piątnica DOM";"97";"2.0";"5.0";"11.0"
"Serek wiejski ze szczypiorkiem Piątnica";"97";"2.0";"5.0";"11.0"
"Serek wiejski z warzywami";"97";"2.0";"5.0";"11.0"
"serek wiejski z truskawkami Piątnica 150g";"110";"10.0";"4.0";"8.6"
"Serek wiejski z truskawkami (PIĄTNICA)";"118";"12.0";"4.0";"9.0"
"Serek wiejski z pomidorami, papryką i chili - Bieluch";"105";"4.0";"7.0";"6.5"
"Serek wiejski z owocami";"97";"4.6";"3.9";"10.7"
"Serek wiejski z miodem";"139";"17.0";"4.0";"9.0"
"serek wiejski z brzoskwinią Piątnica";"110";"10.0";"4.0";"8.6"
"serek wiejski z ananasem Piątnica";"122";"13.0";"4.0";"8.6"
"Serek wiejski z ananasem - Piątnica";"110";"10.0";"4.0";"8.6"
"Serek wiejski Piątnica z jagodami";"122";"13.0";"4.0";"8.6"
"Serek wiejski onion&chives cottage cheese";"106";"3.4";"5.0";"11.0"
"Serek wiejski normalny Cottage cheese - Lidl";"100";"2.8";"4.5";"12.0"
"Serek wiejski naturalny lekki - Bieluch";"81";"4.5";"3.0";"9.0"
"Serek wiejski naturalny - Pilos";"97";"2.0";"5.0";"11.0"
"Serek wiejski naturalny";"97";"2.0";"5.0";"11.0"
"Serek wiejski Miletto - Netto";"97";"2.0";"5.0";"11.0"
"Serek wiejski Łaciaty lekki - Mlekpol";"85";"2.5";"3.0";"12.0"
"Serek wiejski Łaciaty - Mlekpol";"99";"2.5";"5.0";"11.0"
"Serek wiejski light - Pilos";"80";"2.3";"3.0";"11.0"
"Serek wiejski light";"81";"2.4";"3.0";"11.0"
"Serek wiejski lekki ze szczypiorkiem Mlekovita";"78";"2.3";"2.9";"10.6"
"Serek wiejski lekki ze szczypiorkiem K-Classic";"78";"2.3";"2.9";"11.0"
"Serek wiejski lekki K-classic - Kaufland";"81";"2.4";"3.0";"11.0"
"Serek wiejski lekki 3% tłuszczu - Pilos";"80";"2.3";"3.0";"11.0"
"Serek wiejski lekki 3% tł.";"83";"3.0";"3.0";"11.0"
"Serek Wiejski Lekki 2,5% tłuszczu - Paturages";"82";"2.3";"2.5";"11.9"
"Serek wiejski lekki - Tesco";"80";"2.3";"3.0";"11.0"
"Serek wiejski lekki - Piątnica";"81";"2.4";"3.0";"11.0"
"Serek wiejski lekki - Mlekovita";"81";"2.4";"3.0";"11.0"
"Serek wiejski lekki - Łowicz";"83";"3.0";"3.0";"11.0"
"Serek wiejski lekki - Krasnystaw";"76";"2.2";"3.0";"10.0"
"Serek wiejski lekki - Krasnystaw";"75";"3.0";"3.0";"10.0"
"Serek wiejski lekki - Delikate";"83";"3.0";"3.0";"11.0"
"Serek wiejski lekki - Biedronka";"85";"2.5";"3.0";"12.0"
"Serek wiejski lekki";"81";"2.4";"3.0";"11.0"
"Serek wiejski landfrisch kase natur schardinger";"84";"3.0";"2.2";"13.0"
"Serek wiejski laktosfri 4%fett - Keso";"95";"1.8";"4.0";"13.0"
"Serek wiejski Koerniger Frischkaese - Kaufland";"92";"1.0";"4.0";"13.0"
"Serek wiejski fiocchi di latte milk forte";"96";"3.0";"4.5";"10.9"
"Serek wiejski Delikate Light 200g - Biedronka";"81";"3.0";"3.0";"11.0"
"Serek wiejski cottage mager EPLE, PÆRE, VANILIE - Tine";"92";"7.6";"1.7";"11.0"
"Serek wiejski cottage cheese onion low fat";"75";"6.1";"1.4";"9.2"
"Serek wiejski cottage cheese low fat pineapple";"93";"12.0";"1.1";"8.8"
"Serek wiejski cottage cheese light - Milbona";"77";"3.0";"2.0";"11.0"
"Serek wiejski Cottage Cheese light - Goldessa";"77";"2.8";"2.4";"11.0"
"Serek wiejski Cottage Cheese (fat free ''healthy living'') - Tesco";"64";"5.3";"0.2";"10.1"
"Serek wiejski cottage cheese - Milbona";"98";"3.0";"4.0";"12.0"
"Serek wiejski cottage 2%";"79";"2.0";"2.0";"13.0"
"Serek wiejski bez laktozy - Mlekowita";"97";"2.0";"5.0";"11.0"
"Serek Wiejski bez laktozy - Delikate";"97";"2.0";"5.0";"11.0"
"Serek wiejski bez laktozy";"97";"2.0";"5.0";"11.0"
"Serek wiejski Basic Lätt 0,4% - ICA";"70";"4.0";"0.4";"13.0"
"Serek wiejski 6% - Tesco";"109";"3.0";"6.0";"11.0"
"Serek wiejski 3% lekki - SM Mlekovita";"81";"2.5";"3.0";"11.0"
"Serek Wiejski (z malinami i żurawiną) PIĄTNICA";"122";"13.0";"4.0";"9.0"
"Serek wiejski - Włoszczowa";"115";"2.0";"7.0";"11.0"
"Serek wiejski - Pilos";"80";"2.3";"3.0";"11.0"
"Serek wiejski - Piątnica";"97";"2.0";"5.0";"11.0"
"Serek wiejski - Naramowice";"83";"2.4";"3.0";"11.0"
"Serek wiejski - Naramowice";"83";"2.4";"3.0";"11.0"
"Serek wiejski - Mlekovita";"97";"2.0";"5.0";"11.0"
"Serek wiejski - Łowicz";"101";"3.0";"5.0";"11.0"
"Serek wiejski - Koło";"109";"2.7";"6.0";"11.0"
"Serek wiejski - Kaufland";"97";"2.0";"5.0";"11.0"
"Serek wiejski - Denner";"92";"4.0";"4.0";"10.0"
"Serek wiejski - Delikate";"99";"2.5";"5.0";"11.0"
"Serek wiejski - Biedronka";"99";"3.0";"5.0";"11.0"
"Serek wiejski - Auchan";"101";"3.0";"5.0";"11.0"
"Serek wiejski - Asda";"103";"2.8";"8.0";"5.1"
"Serek wiejski";"97";"2.7";"5.0";"11.8"
"Serek wędzony w plastrach - Pilos";"245";"4.0";"21.0";"9.5"
"Serek w plastrach Tost - Hochland";"321";"6.0";"27.0";"14.0"
"Serek w plastrach na gorąco - Hochland";"268";"5.1";"20.0";"17.0"
"Serek w plastrach";"309";"4.0";"29.0";"8.0"
"Serek typu włoskiego - Capresi";"204";"3.7";"15.0";"13.6"
"Serek Twój Smak z jogurtem - Piątnica";"158";"3.4";"12.0";"9.0"
"Serek Twój Smak pomidorowy - Piątnica";"243";"3.0";"23.0";"6.0"
"Serek twisted";"304";"2.5";"22.5";"23.0"
"Serek twarogowy ziarnisty Trzebownisko - Mlekovita";"140";"4.0";"8.0";"13.0"
"Serek twarogowy z pieprzem - Pilos";"169";"3.0";"14.0";"7.5"
"Serek twarogowy z pieprzem - Bourjois";"270";"3.0";"25.0";"9.0"
"Serek twarogowy z mleczną polewą - Lidl";"381";"28.0";"24.0";"15.0"
"Serek twarogowy z migdałami i sokiem z ananasa - Goldessa";"382";"21.2";"28.5";"9.6"
"Serek twarogowy z migdałami i sokiem z ananasa - Goldessa";"382";"21.2";"28.5";"9.6"
"Serek twarogowy z czosnkiem - Bourjois";"404";"3.0";"40.0";"8.0"
"Serek twarogowy z chrzanem - Turek";"262";"3.9";"24.0";"7.5"
"Serek twarogowy w plastrach - Pilos";"169";"3.0";"14.0";"7.5"
"Serek twarogowy śmietankowy";"211";"3.0";"17.5";"13.6"
"Serek twarogowy pokryty białą czekoladą - Varena";"373";"29.0";"24.0";"9.0"
"Serek twarogowy Płatek - Pilos";"178";"4.0";"14.0";"9.0"
"Serek twarogowy light - Lidl";"102";"3.8";"5.0";"9.5"
"Serek twarogowy kozi - Turek";"150";"4.0";"11.0";"8.0"
"Serek twarogowy Fromello z chrzanem - Pilos";"214";"5.0";"17.0";"5.7"
"Serek twarogowy Fromello - Pilos";"219";"4.4";"19.5";"6.4"
"Serek twarogowy do smarowania,lekki o obniżonej zawartości tłuszczu";"102";"3.8";"5.0";"9.5"
"Serek twarogowy chudy - Morirsons";"74";"5.2";"1.6";"9.7"
"Serek twarogowy bialy bez laktozy";"83";"3.8";"0.3";"17.0"
"Serek twarogowy bez laktozy wiśniowy - Ehrmann";"124";"14.0";"5.5";"4.5"
"Serek twarogowy - Pilos";"205";"5.0";"18.0";"5.7"
"Serek twarogowy - Lidl";"247";"3.0";"24.0";"5.0"
"Serek twarogowy - Crefee";"241";"2.5";"23.0";"6.0"
"Serek topiony Złoty Ementaler";"299";"4.0";"27.0";"10.0"
"Serek topiony ze szczypiorkiem - Hochland";"264";"5.0";"20.0";"17.0"
"Serek topiony ze słonecznikiem";"220";"7.0";"16.0";"12.0"
"Serek topiony z ziołami - Hochland";"238";"6.8";"19.0";"10.0"
"Serek topiony z szynką";"297";"1.2";"28.0";"10.0"
"Serek topiony z papryką - Lactima";"227";"2.7";"20.0";"9.0"
"Serek topiony z papryką - Hochland";"203";"6.1";"15.0";"11.0"
"Serek topiony z łososiem i koprem";"272";"2.0";"25.0";"10.0"
"Serek topiony trójkąt - Hochland";"242";"6.7";"19.0";"11.0"
"Serek topiony śmietankowy - Hochland";"300";"4.0";"28.0";"8.0"
"Serek topiony MIX - Sertop";"299";"7.0";"27.0";"7.0"
"Serek topiony light - La Vache";"158";"5.0";"9.5";"13.0"
"Serek topiony light - Eru";"125";"3.0";"5.0";"17.0"
"Serek topiony kremowy Fasti";"301";"4.5";"27.0";"10.0"
"Serek topiony kiri przekąska";"293";"22.0";"19.0";"8.0"
"Serek topiony fit";"235";"6.0";"15.0";"19.0"
"Serek Topiony Ekstra Light";"108";"5.5";"2.0";"17.0"
"Serek topiony Cztery Sery - Hochland";"242";"6.8";"19.0";"11.0"
"Serek topiony - Mlekovita";"272";"3.0";"24.0";"11.0"
"Serek topiony - Hochland";"268";"4.4";"20.0";"19.0"
"Serek topiony";"215";"16.0";"10.0";"16.0"
"Serek Tofu twardy";"145";"4.3";"8.7";"15.8"
"Serek Tofu miękki";"61";"1.8";"3.7";"6.6"
"Serek Świeży Figura Naturalny - Turek";"88";"3.5";"5.0";"7.3"
"Serek śmietankowy ze szczypiorkiem Twój Samk - Piątnica";"243";"3.0";"23.0";"6.0"
"Serek śmietankowy z ziołami w plastrach - Capresi";"256";"3.0";"24.0";"9.0"
"Serek śmietankowy z papryką w plastrach - Capresi";"256";"3.0";"24.0";"6.9"
"Serek śmietankowy z czosnkiem Twój Smak - Piątnica";"243";"3.0";"23.0";"6.0"
"Serek śmietankowy z chrzanem łaciaty - Mlekpol";"231";"5.0";"21.0";"5.5"
"Serek śmietankowy w plastrach z papryką - Piątnica";"307";"3.0";"29.0";"8.4"
"Serek śmietankowy w plastrach z papryką - Delikate";"307";"3.0";"29.0";"8.4"
"Serek śmietankowy w plastrach (pomidor, papryka, bazylia) - Piątnica";"276";"5.0";"24.0";"10.0"
"Serek śmietankowy w plastrach - Piątnica";"276";"5.0";"24.0";"10.0"
"Serek śmietankowy w plastrach - Capresi";"256";"3.0";"24.0";"6.9"
"Serek śmietankowy Twój Smak Light - Piątnica";"158";"3.4";"12.0";"9.0"
"Serek śmietankowy puszysty o smaku waniliowym Cremessi - Warmia";"220";"13.7";"15.0";"5.2"
"Serek śmietankowy puszysty - Capresi";"231";"16.3";"16.0";"5.5"
"Serek śmietankowy Philadelphia - Kraft";"250";"3.2";"23.5";"5.8"
"Serek śmietankowy o smaku Tzatziki w plastrach - Capresi";"262";"2.5";"24.0";"9.0"
"Serek śmietankowy naturalny łaciaty - Mlekpol";"249";"4.8";"23.0";"5.8"
"Serek śmietankowy Milandia - Piątnica";"243";"3.0";"23.0";"6.0"
"Serek śmietankowy Fromaggio z papryką 150 g (w plastrach) - Tesco";"236";"3.0";"22.0";"6.0"
"Serek śmietankowy do kanapek z czosnkiem - Delikate";"243";"3.0";"23.0";"6.0"
