"Margaryna pyszny duet";"225";"0.0";"25.0";"0.0"
"Margaryna pro-activ - Flora";"539";"2.5";"60.0";"0.5"
"Margaryna Pro Serce";"220";"2.0";"23.0";"1.0"
"Margaryna półtłusta Optima DHA";"360";"0.0";"40.0";"0.0"
"Margaryna półtłusta Looping - Aldik";"372";"5.0";"39.0";"0.3"
"Margaryna Palma z Netto 250g";"676";"1.0";"75.0";"1.0"
"Margaryna Palma";"723";"0.4";"80.0";"0.3"
"Margaryna Optima Omega 3";"540";"0.0";"60.0";"0.0"
"Margaryna Optima Cardio";"540";"0.0";"60.0";"0.0"
"Margaryna mleczna";"631";"0.1";"70.0";"0.3"
"Margaryna Masmix klasyczny";"590";"1.0";"65.0";"1.0"
"Margaryna Kasia";"680";"0.5";"75.0";"0.5"
"Margaryna Flora Light";"270";"0.5";"30.0";"0.5"
"Margaryna Flora";"540";"0.0";"60.0";"0.1"
"Margaryna Fithia do smarowania (wzbogacone o olej lniany)";"540";"0.0";"60.0";"0.0"
"Margaryna Finea Mix niskotłuszczowa";"533";"0.3";"60.0";"0.3"
"Margaryna extra z masłem - Delma";"350";"1.5";"39.0";"0.5"
"Margaryna Extra Pomorski na maśle";"500";"0.1";"55.0";"0.3"
"Margaryna extra - Tesco";"360";"0.0";"40.0";"0.0"
"Margaryna Daria lekka z Omega-3 - Mlekovita";"270";"0.0";"30.0";"0.0"
"Margaryna Benecol lekki";"320";"0.4";"35.0";"2.3"
"Margaryna Benecol";"540";"0.0";"60.0";"0.0"
"Margaryna Aktiv - Aldi";"351";"0.0";"40.0";"0.0"
"Margaryna";"540";"0.0";"60.0";"0.1"
"Marchewki mini - Hortex";"30";"4.6";"0.5";"0.9"
"Marchewka z groszkiem zasmażana";"87";"11.8";"4.0";"1.0"
"Marchewka z groszkiem - Hortex";"52";"7.0";"1.0";"3.0"
"Marchewka na gęsto";"56";"6.9";"2.6";"1.3"
"Marchewka małe świeże - Marwitki";"41";"8.7";"0.2";"1.0"
"Marchew krojona (mrożona)";"37";"5.9";"0.5";"0.7"
"Marchew (zasmażana)";"87";"11.8";"4.0";"1.0"
"Marchew (surowa)";"41";"9.6";"0.2";"0.9"
"Marchew (gotowana)";"35";"8.2";"0.2";"0.8"
"Marcepan edel-marzipan - Lindt";"483";"51.0";"26.0";"8.2"
"Marakuja suszona LEO - Rossmann";"135";"66.0";"0.0";"1.5"
"Maniok";"137";"32.0";"0.3";"1.0"
"Mango suszone - Lidl";"323";"72.0";"1.0";"2.0"
"Mango suszone";"289";"61.6";"2.1";"2.9"
"Mango";"60";"15.0";"0.4";"0.8"
"Mandarynka";"53";"13.3";"0.3";"0.8"
"Małże w sosie własnym";"106";"1.7";"2.8";"17.4"
"Małże surowe";"86";"3.7";"2.2";"11.9"
"Małże marynowane Abba";"117";"3.6";"3.1";"18.4"
"Małże marynowane";"117";"3.6";"3.1";"18.4"
"Małże grillowane w oleju";"103";"5.0";"3.0";"14.0"
"Małże gotowane";"148";"5.1";"1.9";"25.0"
"Małe lody bez polewy McDonald's";"135";"22.0";"4.0";"3.0"
"Mała tortilla - Benus";"319";"54.4";"7.0";"8.5"
"Mała muffinka Raspberry - Aldi";"94";"13.0";"5.0";"1.0"
"Mała muffinka czekoladowa - Aldi";"90";"10.0";"5.0";"1.0"
"Maltesers";"500";"61.5";"24.3";"8.3"
"Maliny w syropie";"73";"15.0";"0.1";"0.6"
"Maliny suszone";"363";"90.0";"1.3";"2.5"
"Maliny mrożone - Tesco";"51";"7.0";"1.0";"1.0"
"Maliny mrożone";"52";"12.0";"0.3";"1.3"
"Maliny liofilizowane w czekoladzie";"531";"59.0";"28.7";"6.3"
"Maliny";"52";"12.0";"0.7";"1.2"
"makrela z puszki";"226";"0.0";"16.0";"20.4"
"Makrela z grilla z pomidorami";"158";"0.8";"5.2";"29.5"
"Makrela wędzona";"222";"0.0";"15.2";"20.7"
"makrela w sosie pomidorowym kaufland";"190";"5.1";"13.0";"12.0"
"makrela w sosie pomidorowym fit";"124";"2.3";"7.4";"12.0"
"Makrela w sosie pomidorowym (King Oscar)";"214";"3.5";"16.9";"12.0"
"Makrela w sosie pomidorowym (King Oscar - mała puszka)";"233";"3.5";"18.0";"14.0"
"Makrela w sosie pomidorowym";"148";"6.7";"9.2";"9.6"
"Makrela w słoiku";"57";"4.0";"3.0";"4.0"
"makrela w puszce w sosie pomidorowym tesco";"241";"4.8";"20.6";"9.2"
"makrela w pomidorach";"124";"2.3";"7.4";"12.0"
"Makrela w oleju rzepakowym (konserwa)";"303";"0.0";"27.0";"15.0"
"Makrela w oleju";"266";"0.1";"20.8";"19.7"
"Makrela w kremie pomidorowym";"156";"5.8";"9.0";"13.0"
"Makrela w galarecie Seko";"98";"4.8";"5.0";"8.7"
"Makrela w galarecie Lisner";"94";"4.2";"4.9";"8.1"
"Makrela w galarecie";"120";"0.7";"9.0";"8.3"
"Makrela świeża (bez wnętrzności)";"181";"0.0";"11.9";"18.7"
"Makrela surowa";"139";"0.0";"6.3";"19.0"
"Makrela Princes - konserwa";"169";"3.9";"11.0";"13.0"
"Makrela pieczona";"142";"1.0";"2.0";"32.5"
"Makrela konserwa - Tesco";"266";"0.0";"20.8";"19.7"
"Makrela filety w oleju - Graal";"533";"0.0";"55.0";"9.5"
"Makrela filet wędzony - Nautica";"272";"0.0";"21.0";"21.0"
"Makrela (w puszce)";"156";"0.0";"6.3";"23.2"
"Makrela";"275";"1.0";"22.0";"20.0"
"Makowiec";"311";"44.8";"11.8";"6.7"
"Makaron żytni pełnoziarnisty BioAvena (nieugotowany)";"317";"67.4";"1.6";"8.4"
"Makaron Żytni Bartolini z pełnego ziarna (nieugotowany)";"325";"69.6";"1.4";"8.4"
"Makaron żytni (ugotowany)";"103";"21.2";"0.7";"3.0"
"Makaron żytni (nieugotowany)";"340";"70.0";"2.3";"10.0"
"Makaron zielony pappardelle (suchy)";"364";"71.0";"2.0";"14.0"
"Makaron zielony (nieugotowany) - Bartolini";"359";"69.0";"2.4";"13.0"
"Makaron ze szpinakiem/kurczakiem/fetą";"120";"15.0";"2.0";"12.0"
"Makaron ze szpinakiem i kurczakiem w sosie śmietanowym";"156";"10.1";"7.6";"11.7"
"Makaron ze szpinakiem i fetą";"153";"23.0";"6.2";"8.9"
"Makaron z zupki chińskiej - Vifon";"453";"65.0";"17.0";"9.0"
"Makaron z tapioką";"334";"82.4";"0.0";"1.2"
"Makaron z ryżu brązowego";"362";"81.8";"0.9";"6.6"
"Makaron z pszeniczny durum (nieugotowany)";"359";"71.0";"2.0";"12.8"
"Makaron z pszenicy durum Pastani(ugotowany)";"176";"30.0";"1.6";"7.9"
"Makaron z pszenicy durum (ugotowany)";"156";"31.2";"0.9";"5.2"
"Makaron z pełnego ziarna (żytni) - Lubella";"334";"67.0";"2.2";"12.0"
"Makaron z mąki kukurydzianej Penne - Pastani";"345";"79.0";"0.8";"5.5"
"Makaron z Ludwina - Pol-Mak";"391";"76.0";"3.4";"13.0"
"Makaron z Kurkumą - Wyśmienity";"360";"74.0";"1.4";"11.0"
"Makaron z czosnkiem i krewetkami";"188";"17.2";"5.8";"16.7"
"Makaron z cukinią";"74";"11.0";"2.0";"5.0"
"Makaron z brokułami w sosie beszamel";"150";"16.5";"6.4";"6.4"
"Makaron wstęgi (ugotowany) - GOLIARD";"130";"25.5";"0.9";"5.2"
"Makaron wstążki (niemiecki) - Aldi";"380";"68.0";"4.7";"15.0"
"Makaron wstążki";"380";"68.0";"4.7";"15.0"
"Makaron wałkowany 2 jajeczny gniazda nitki (nieugotowany)";"355";"70.0";"1.4";"14.1"
"Makaron vitalia - Biedronka";"347";"74.6";"1.0";"10.0"
"Makaron ugotowany";"90";"15.6";"1.3";"3.6"
"Makaron trzykolorowy Tricolore pasta - Krav";"360";"70.0";"1.7";"12.0"
"Makaron Tortelloni";"374";"48.1";"12.6";"14.8"
"Makaron Tortellini z szynką (ugotowany)";"153";"26.0";"3.5";"4.3"
"Makaron Tortellini z serem (nieugotowany)";"383";"62.2";"8.0";"13.5"
"Makaron Tortellini z mięsem (nieugotowany) - Melissa";"386";"61.9";"8.8";"13.3"
"Makaron tortellini z grzybami - La Collore (nieugotowany)";"379";"65.7";"6.4";"12.9"
"Makaron Tortellini Ricotta & Spinaci (nieugotowany)";"272";"36.8";"9.3";"10.3"
"Makaron Tortellini al formaggio - Primo Gusto";"373";"62.0";"7.5";"13.0"
"Makaron Tortellini (ugotowany)";"155";"26.5";"3.6";"4.4"
"Makaron Tortellini (nieugotowany)";"379";"66.0";"6.5";"13.0"
"Makaron Tagliatelle (nieugotowany)";"288";"55.0";"2.3";"11.0"
"Makaron tagaliatelle - Lubella";"351";"70.0";"1.4";"13.0"
"Makaron Świeży Pappardelle - Lidl";"286";"53.0";"3.0";"10.5"
"Makaron świdry Pastani (nieugotowany)";"340";"58.0";"3.2";"15.0"
"Makaron świderki ze szpinakiem - Lubella";"350";"69.0";"2.0";"13.0"
"Makaron świderki razowe pełne ziarno - Makarony Polskie";"351";"66.0";"2.2";"13.0"
"Makaron Świderki pełnoziarnisty (ugotowany) - Lubella";"110";"21.8";"0.4";"4.9"
"Makaron świderki orkiszowe";"338";"62.0";"2.0";"13.0"
"Makaron świderki gotowany";"168";"33.5";"0.7";"6.2"
"Makaron świderki - Tiradell";"339";"73.0";"0.4";"10.0"
"Makaron świderki - Lubella";"351";"70.0";"1.4";"13.0"
"Makaron świderki - Dobrusia";"356";"73.0";"1.2";"12.0"
"Makaron świderki";"352";"73.0";"1.1";"11.0"
"Makaron Śląskiej Babci";"375";"74.0";"1.4";"15.9"
"Makaron szpinakowy Tagliatelle con spinaci - Barilla";"350";"72.0";"1.5";"12.0"
"Makaron szpinakowy - Arrighi";"345";"70.0";"1.0";"12.0"
"Makaron szlachecki wałkowany 2 jajeczny gniazda wstążki - Biedronka";"367";"70.0";"3.1";"13.4"
"Makaron szlachecki lane kluski 4 jajeczny - Biedronka";"372";"68.4";"3.5";"15.0"
"Makaron sulechowski rurki";"347";"67.0";"1.7";"14.0"
"Makaron Spaghetti z pełnoziarnistej pszenicy (nieugotowany) - Combino";"351";"68.0";"1.9";"12.0"
"Makaron spaghetti razowy (nieugotowany)";"346";"67.5";"1.8";"11.5"
"Makaron spaghetti razowy";"346";"67.5";"1.8";"11.5"
"Makaron spaghetti pełnoziarnisty LIDL (ugotowany)";"140";"27.0";"0.8";"4.8"
"Makaron Spaghetti pełnoziarnisty (nieugotowany) - Lidl";"343";"65.0";"1.9";"13.0"
"Makaron Spaghetti pełnopszenny (ugotowany)";"124";"26.5";"0.5";"5.3"
"Makaron spaghetti pełne ziarno (nieugotowany) - Primo Gusto";"336";"64.0";"2.0";"12.0"
"Makaron Spaghetti Pełne Ziarno (nieugotowany) - Lubella";"340";"58.0";"3.2";"15.0"
"Makaron spaghetti Pastani Premium (nieugotowany)";"351";"70.9";"0.2";"14.7"
"Makaron spaghetti Pastani (nieugotowany) - Doskonały Smak";"358";"70.0";"1.6";"15.0"
"Makaron spaghetti Pastani (nieugotowany)";"350";"69.0";"1.6";"13.0"
"Makaron Spaghetti No6 - Primo Gusto";"354";"72.1";"1.5";"12.0"
"Makaron spaghetti Lubella pełne ziarno (ugotowany)";"153";"30.0";"1.0";"7.0"
"Makaron spaghetti Bucatini no5 - Primo Gusto";"354";"72.1";"1.5";"12.0"
"Makaron spaghetti bogactwo błonnika - Pudliszki";"336";"64.0";"1.5";"11.0"
"Makaron spaghetti bezglutenowy (nieugotowany)";"358";"72.0";"3.7";"7.5"
"Makaron Spaghetti (ugotowany)";"154";"30.0";"1.0";"7.0"
"Makaron spaghetti (nieugotowany) - Lubella";"351";"70.0";"1.4";"13.0"
"Makaron Spaghetti (nieugotowany)";"367";"70.0";"3.2";"13.0"
"Makaron Sorenti łazanki (ugotowany)";"156";"31.0";"0.7";"6.6"
"Makaron sojowy (ugotowany)";"86";"20.9";"0.0";"0.0"
"Makaron Soba Vitasia (nieugotowany) - Lidl";"355";"70.5";"1.0";"14.6"
"Makaron ryżowy wstążki";"359";"81.0";"1.0";"7.0"
"Makaron ryżowy Tao Tao";"350";"81.0";"0.6";"6.9"
"Makaron ryżowy Rice noodles (ugotowany)";"135";"25.9";"2.2";"2.2"
"Makaron ryżowy razowy Terra Sana";"345";"65.5";"3.6";"10.9"
"makaron ryżowy pełnoziarnisty";"350";"78.7";"0.7";"7.3"
"Makaron ryżowy Glass noodles - Lidl";"341";"82.7";"0.4";"0.4"
"Makaron ryżowy (ugotowany)";"109";"24.9";"0.2";"0.9"
"Makaron ryżowy (nieugotowany)";"350";"72.1";"1.5";"13.0"
"Makaron ryżowy - House of Asia";"368";"88.6";"0.8";"1.6"
"Makaron ryżowy - Arrighi";"348";"71.0";"1.1";"12.0"
"Makaron rurki włoskie - Biedronka";"351";"70.0";"1.0";"14.0"
"Makaron rurki Pastani (ugotowany)";"172";"33.1";"0.9";"6.3"
"Makaron rurki Maccheroni (nieugotowany) - Barilla";"359";"71.0";"2.0";"12.5"
"Makaron rurki Cannelloni 11g (nieugotowany) - Melissa Primo Gusto";"360";"73.0";"2.0";"12.0"
"Makaron rurki - Dino";"348";"73.0";"0.7";"11.0"
"Makaron razowy Świderki durum Złoty plon - Aldi (nieugotowany)";"345";"64.0";"2.1";"13.0"
"Makaron razowy Spaghetti Durum Złoty plon - Aldi (nieugotowany)";"342";"64.0";"2.0";"13.5"
"Makaron razowy Lasagne (ugotowany)";"136";"28.4";"0.6";"4.5"
"makaron razowy goliard - Świderki (nieugotowany)";"343";"65.0";"1.9";"13.0"
"Makaron razowy Fusilli";"365";"74.0";"2.0";"13.0"
"Makaron razowy 100% pszenicy - Durum (nieugotowany)";"352";"67.0";"1.9";"13.0"
"Makaron razowy (ugotowany)";"140";"26.0";"1.0";"6.0"
"Makaron razowy (nieugotowany)";"318";"61.2";"1.9";"13.9"
"Makaron razowy - Turini (nieugotowany)";"345";"64.0";"2.1";"13.0"
"makaron razowy - Lidl (nieugotowany)";"351";"68.0";"2.0";"12.0"
"Makaron razowy - Arrighi (nieugotowany)";"370";"68.0";"6.0";"12.0"
"Makaron pszenny Udon";"140";"31.0";"0.0";"4.0"
"Makaron pszenny Somen";"343";"70.7";"1.1";"11.3"
"Makaron pszenny penne (nieugotowany) - Lidl";"350";"71.0";"1.2";"12.0"
"Makaron pszenny Mie";"353";"72.0";"1.6";"11.0"
"Makaron pszenny łazanki - Lubella";"351";"70.0";"1.4";"13.0"
"Makaron pszenny lubelski gniazda - Lubella";"351";"70.0";"1.4";"13.0"
"Makaron pszenny błyskawiczny WONTON - TaoTao";"372";"77.4";"1.6";"10.1"
"Makaron pszenny 100% durum";"353";"68.0";"1.9";"13.0"
"Makaron pszenny (ugotowany)";"145";"28.0";"0.6";"6.3"
"Makaron pszenny (nieugotowany)";"351";"70.0";"1.5";"13.0"
"Makaron pszenno-gryczany - Soba Noodles";"355";"70.0";"1.0";"14.6"
"Makaron pszeniczny 100% durum Mamma mia Spaghetti - Kupiec";"350";"71.0";"1.2";"12.0"
"Makaron proteinowy 60% białka Świderki - Protopasta";"324";"13.2";"3.0";"60.0"
"Makaron premium Pastani Pappardelle z suszonymi pomidorami - Biedronka";"364";"72.0";"2.0";"13.0"
"makaron penne ze szpinakiem i fetą";"102";"9.4";"5.2";"3.2"
"Makaron penne razowy (nieugotowany)";"345";"64.0";"2.1";"13.0"
"Makaron penne pełnoziarnisty (nieugotowany)";"340";"58.0";"3.2";"15.0"
"Makaron Penne Pastani Durum";"355";"69.0";"2.0";"13.0"
"Makaron penne nieugotowany - Aldi";"366";"74.0";"2.0";"13.0"
"Makaron Penne (ugotowany) - Lubella";"157";"30.9";"0.6";"6.9"
"Makaron penne (nieugotowany) - Lubella";"351";"70.0";"1.4";"13.0"
"Makaron pełnoziarnisty z orkiszem (nieugotowany) - Lubella";"344";"62.0";"2.3";"15.0"
"Makaron pełnoziarnisty z Ludwina 100% Durum (nieugotowany) - Polmak";"350";"69.0";"2.3";"12.0"
"Makaron pełnoziarnisty świdry (nieugotowany) - Lubella";"340";"58.0";"3.2";"15.0"
"Makaron pełnoziarnisty Świdry (nieugotowany) - Lewiatan";"347";"66.0";"1.3";"13.0"
"Makaron pełnoziarnisty spaghetti (nieugotowany) - Tesco";"346";"66.3";"2.1";"12.1"
"Makaron pełnoziarnisty Spaghetti (nieugotowany) - Lubella";"340";"58.0";"3.2";"15.0"
"Makaron pełnoziarnisty Pióra (nieugotowany)";"340";"58.0";"3.2";"15.0"
"Makaron pełnoziarnisty Penne Pastani (ugotowany) - Biedronka";"158";"25.0";"1.7";"7.1"
"Makaron pełnoziarnisty Penne (ugotowany)";"157";"30.9";"0.6";"6.9"
"Makaron pełnoziarnisty Penne (nieugotowany) - Biedronka";"345";"68.0";"1.3";"15.2"
"Makaron pełnoziarnisty Penne - Lubella (nieugotowany)";"351";"70.0";"1.4";"13.0"
"Makaron pełnoziarnisty Pastani Tagiatelle (nieugotowany)";"343";"65.0";"1.8";"12.0"
"Makaron pełnoziarnisty Pastani (ugotowany) - Biedronka";"176";"30.0";"1.6";"7.9"
"Makaron pełnoziarnisty kokardki Farfalle (nieugotowany)";"357";"68.0";"1.3";"15.2"
"Makaron pełnoziarnisty Kokardki (nieugotowany)";"357";"68.0";"1.3";"15.2"
"Makaron pełnoziarnisty Gniazda (nieugotowany) - Lubella";"340";"58.0";"3.2";"15.0"
"Makaron pełnoziarnisty Fusilli (ugotowany) - Biedronka";"110";"21.8";"0.4";"4.9"
"Makaron pełnoziarnisty Fusilli (ugotowany) - Primo Gusto MELISSA";"93";"19.1";"0.4";"3.2"
"Makaron pełnoziarnisty Durum - Biedronka (ugotowany)";"165";"31.5";"0.8";"5.7"
"Makaron Pełnoziarnisty całe ziarno (nieugotowany)";"345";"68.0";"1.3";"15.2"
"Makaron pełnoziarnisty brązowy Whole weat - Fusilli";"335";"66.3";"2.1";"12.1"
"Makaron pełnoziarnisty 100% durum wstążka (nieugotowany) - Międzybrodzki";"330";"65.0";"2.3";"12.0"
"Makaron pełnoziarnisty (ugotowany)";"124";"26.5";"0.5";"5.3"
"Makaron pełnoziarnisty (nieugotowany) - Primo Gusto";"323";"64.0";"2.0";"12.0"
"Makaron pełnoziarnisty (nieugotowany) - Lidl";"351";"68.0";"2.0";"12.0"
"Makaron pełnoziarnisty (nieugotowany) - Combino";"351";"68.0";"1.9";"12.0"
"Makaron pełnoziarnisty (nieugotowany)";"343";"65.0";"2.1";"12.0"
"Makaron pełne ziarno z żytem - Lubella";"334";"61.0";"2.2";"12.0"
"Makaron pełne ziarno spaghetti - Lubella";"340";"58.0";"3.2";"15.0"
"Makaron pełne ziarno Fusilli - Tesco";"346";"66.3";"2.1";"12.1"
"Makaron pełne ziarno (ugotowany) - Lubella";"140";"26.9";"0.5";"6.0"
"Makaron pelnoziarnisty Fusilli Kungsörnen";"350";"65.0";"2.0";"14.0"
"Makaron Pastani z pomidorami i szpinakiem";"350";"69.0";"1.6";"13.0"
"Makaron pastani z pesto";"233";"23.4";"11.6";"6.7"
"Makaron pastani z dodatkiem szynki";"394";"61.0";"10.0";"13.0"
"Makaron Pastani spaghetti 100% durum";"358";"70.0";"2.0";"15.0"
"Makaron Pastani Spaghetii (gotowany)";"121";"24.0";"0.6";"4.5"
"Makaron Pastani Pełnoziarnisty świderki (nieugotowany) - Biedronka";"357";"69.3";"1.6";"12.7"
"Makaron Pastani - Biedronka";"353";"67.9";"1.9";"13.1"
"Makaron pasta d'oro";"345";"79.0";"0.8";"5.5"
"Makaron pappardelle caponi";"385";"70.8";"4.6";"15.0"
"Makaron owsiany";"380";"70.2";"5.3";"15.0"
"Makaron orkiszowy (ugotowany)";"86";"19.0";"1.0";"3.0"
"Makaron orkiszowy (nieugotowany)";"320";"62.4";"2.7";"11.6"
"Makaron orkiszowy - Świderki (nieugotowany)";"338";"66.0";"2.0";"13.0"
"Makaron Nitki Combino - Lidl";"368";"70.0";"2.9";"14.0"
"Makaron Nitki ciete nr 2 Filini (nieugotowany) - Lubellla";"351";"70.0";"1.4";"13.0"
"Makaron nieugotowany - Lubella";"356";"73.0";"1.2";"12.0"
"Makaron na patelnię z sosem śmietanowo-ziołowym (Hortex)";"89";"10.7";"3.5";"2.8"
"Makaron na patelnię z sosem szpinakowym (Hortex)";"84";"11.3";"2.4";"3.4"
"Makaron na patelnię z sosem Napoletana (Hortex)";"90";"15.9";"1.2";"3.0"
"Makaron na patelnię z sosem Napoletana (Hortex)";"90";"15.9";"1.2";"3.0"
"Makaron na patelnię z sosem carbonara (Hortex)";"121";"14.1";"4.8";"4.4"
"Makaron na patelnię z sosem bolognese (Hortex)";"97";"13.5";"2.5";"4.1"
"Makaron na patelnię Gnocchi z sosem maślano - ziołowym (Hortex)";"153";"12.5";"9.9";"2.1"
"Makaron muszelki z kurkumą";"346";"74.0";"1.0";"10.0"
"Makaron muszelki - Makarony Polskie";"364";"74.0";"1.3";"13.0"
"Makaron muszelki - Buitoni";"356";"71.8";"1.9";"11.5"
"Makaron muszelka Gnocchi (ugotowany)";"161";"34.5";"0.4";"4.9"
"Makaron Molisana Semola";"351";"70.0";"1.0";"14.0"
"Makaron Marco luksusowy (nitki) - Goliard";"358";"78.5";"0.0";"11.0"
"Makaron Łazanki (ugotowany)";"153";"31.8";"0.1";"6.1"
"Makaron Lasagne (nieugotowany)";"348";"71.0";"1.0";"12.0"
"Makaron kura jajeczna wstążka - Eko-Mak";"357";"73.0";"1.2";"12.0"
"Makaron kukurydziany Pastani";"353";"68.0";"1.9";"13.0"
"Makaron kukurydziany (ugotowany)";"178";"38.7";"0.7";"3.6"
"Makaron kukurydziany (nieugotowany)";"353";"68.0";"1.9";"13.0"
"Makaron krajaneczka - Lubella";"359";"72.0";"0.6";"12.0"
"Makaron Konjac - japoński";"6";"0.5";"0.0";"0.0"
"Makaron Konjac - Diet-Food";"7";"0.6";"0.0";"0.0"
"Makaron kolanka ozdobne (nieugotowany) - Lubella";"336";"69.9";"0.3";"13.5"
"Makaron kokardki Pastani (nieugotowany)";"353";"66.0";"1.9";"13.0"
"Makaron kokardki Farfalle (ugotowany)";"147";"28.0";"0.5";"6.3"
"Makaron jajeczny Tagliatelle (ugotowany)";"146";"27.1";"1.6";"5.7"
"Makaron jajeczny szlachecki (ugotowany)";"118";"23.1";"0.7";"4.3"
"Makaron jajeczny szlachecki";"358";"69.0";"2.3";"14.0"
"Makaron jajeczny Nitki (ugotowany)";"140";"28.7";"0.7";"4.9"
"Makaron jajeczny (ugotowany)";"146";"27.1";"1.6";"5.7"
"Makaron jajeczny (nieugotowany)";"367";"70.0";"3.1";"13.4"
"Makaron Italian Bucatini - Tesco";"360";"73.0";"1.0";"13.0"
"Makaron gryczany nitki - TOKYOTO (nieugotowany)";"348";"68.3";"1.3";"14.8"
"Makaron gryczany (ugotowany)";"142";"26.5";"1.0";"5.9"
"Makaron gryczany (nieugotowany)";"347";"68.0";"1.3";"14.0"
"Makaron gryczany - Fabijańscy (nieugotowany)";"381";"71.0";"3.1";"13.0"
"Makaron Graham (ugotowany)";"125";"24.3";"0.6";"4.1"
"Makaron glutenowy (ugotowany)";"171";"40.6";"0.5";"1.5"
"Makaron fusilli z dodatkiem pomidorów i szpinaku świderki Pastani";"350";"69.0";"1.6";"13.0"
"Makaron Fusili";"358";"73.0";"1.3";"12.0"
"Makaron fitness z otrębami - Bartolini";"351";"69.0";"1.4";"12.0"
"Makaron dwujajeczny";"340";"71.0";"1.9";"10.8"
"Makaron durum z kurkumą i szpinakiem - Bartolini";"364";"73.0";"1.6";"12.0"
"Makaron durum Cavatappi - Biedronka";"353";"68.0";"1.9";"13.0"
"Makaron domowy";"229";"35.7";"5.9";"7.5"
"Makaron Conchiglioni 40% fullkorn";"344";"67.0";"2.0";"11.5"
"Makaron cienkie rurki (niemiecki) - Aldi";"361";"70.0";"2.5";"13.0"
"Makaron Chow Mein";"363";"79.1";"0.1";"11.1"
"Makaron Chorizio - Thermomix";"597";"49.0";"30.0";"32.0"
"Makaron chiński";"342";"84.9";"0.0";"0.5"
"Makaron bezjajeczny (ugotowany)";"124";"25.1";"1.0";"4.4"
"Makaron bezjajeczny (nieugotowany)";"360";"73.0";"1.4";"12.5"
"Makaron bezglutenowy spaghetti - Pastani";"345";"79.0";"1.0";"1.0"
"Makaron bezglutenowy penne (ugotowany)";"157";"30.1";"0.6";"6.9"
"Makaron bezglutenowy kolanka (nieugotowany)";"345";"79.0";"1.0";"6.0"
"Makaron bezglutenowy (nieugotowany)";"345";"79.0";"0.8";"5.5"
"Makaron Beskidzki (pszenny)";"371";"74.2";"1.4";"12.4"
"Makaron Barilla";"359";"71.2";"2.0";"12.5"
"Makaron Babuni zwijka (nieugotowany) - Eko-Mak";"358";"73.0";"1.0";"13.0"
"Makaron Babuni z 12 jaj przepiórczych (suchy)";"359";"73.0";"1.4";"12.0"
"Makaron Babuni jajeczny nitka z kurkumą - AS Babuni (nieugotowany)";"357";"74.0";"1.4";"11.0"
"Makaron Babuni - Zwijka (ugotowany)";"146";"29.0";"1.0";"5.4"
"Makaron azjatycki z kurczakiem w sosie orzechowym - Eat Me";"125";"10.7";"6.5";"6.1"
"Makaron 5 jajeczny Literki - Czarnecki";"371";"70.0";"3.7";"13.0"
"Makaron 5 jajeczny Krajanka - Czarnecki";"369";"69.6";"3.4";"13.3"
"Makaron 4 jajeczny";"391";"78.3";"3.4";"13.2"
"Makaron 2-jajeczny z pomidorami - Bartolini";"359";"73.0";"2.0";"11.0"
"Makaron (ugotowany)";"144";"25.0";"3.0";"6.0"
"Makaron (Nudle)";"364";"75.5";"1.0";"11.8"
"Makaron (dania gotowe)";"183";"23.0";"6.2";"8.9"
"Makaron Kremowe Pesto knorr";"114";"3.5";"2.0";"17.0"
"Mak niebieski";"539";"24.0";"42.0";"23.7"
"Majonez zwykły";"663";"3.1";"71.8";"1.0"
"Majonez wyborny - Splendido";"748";"4.0";"81.0";"1.0"
"Majonez własny";"765";"1.2";"83.8";"1.5"
"Majonez stołowy koronny - Biedronka";"496";"7.7";"51.4";"0.5"
"Majonez stołowy koronny";"486";"5.6";"51.0";"0.7"
"Majonez sojowy bezjajeczny";"474";"2.3";"50.5";"2.5"
"Majonez sałatkowy - Auchan";"250";"3.6";"26.0";"0.5"
"Majonez sałatkowy - Auchan";"250";"3.6";"26.0";"0.5"
"Majonez sałatkowy";"663";"3.0";"71.8";"1.0"
"Majonez pomorski - Ocetix";"611";"3.5";"65.8";"1.3"
"Majonez Pegaz";"686";"3.7";"74.0";"1.2"
"Majonez Oryginalny Hellmann's";"670";"3.0";"73.0";"0.5"
"Majonez Omega 3:6 - Winiary";"702";"3.0";"76.0";"1.3"
"Majonez niskotłuszczowy - Mosso";"433";"6.0";"45.0";"1.0"
"Majonez niskokaloryczny";"332";"8.9";"32.4";"1.1"
"Majonez napoleoński - Mosso";"647";"3.5";"70.0";"0.9"
"Majonez Light - Winiary";"338";"8.4";"33.2";"1.1"
"Majonez light - Motyl";"402";"5.9";"42.0";"1.0"
"Majonez light - Hellmann's";"280";"9.0";"27.0";"0.6"
"Majonez light - Hellmann's";"280";"9.1";"27.0";"0.5"
"Majonez light - Heinz";"271";"8.8";"25.6";"0.7"
"Majonez light";"482";"5.3";"50.0";"1.3"
"Majonez lekki Winiary";"338";"8.4";"33.2";"1.1"
"Majonez lekki - Winiary";"435";"12.0";"42.0";"2.0"
"Majonez lekki - Hellmann's";"280";"9.0";"27.0";"0.6"
"Majonez lekki - Bona";"429";"5.6";"44.2";"0.9"
"Majonez Kielecki";"631";"2.2";"68.0";"1.9"
"Majonez kętrzyński";"620";"3.6";"66.5";"1.8"
"Majonez dietetyczny";"333";"6.7";"33.3";"0.9"
